points_from,points_to,juror_a_ranking,juror_b_ranking,juror_c_ranking,juror_d_ranking,juror_e_ranking,jury_rank,televote_rank,jury_points,televote_points
Albania, Azerbaijan,14,6,23,5,8,9,14,2,0
Albania, Belgium,23,22,19,25,21,25,25,0,0
Albania, Bulgaria,22,25,8,21,24,17,6,0,5
Albania, Cyprus,3,5,4,8,6,4,9,7,2
Albania, Finland,6,9,7,12,10,8,8,3,3
Albania, France,2,1,3,2,2,2,5,10,6
Albania, Germany,18,15,12,10,22,13,15,0,0
Albania, Greece,4,10,5,4,9,5,3,6,8
Albania, Iceland,8,13,10,11,11,11,21,0,0
Albania, Israel,13,7,9,16,12,12,22,0,0
Albania, Italy,16,4,21,7,3,7,2,4,10
Albania, Lithuania,9,18,15,22,20,16,13,0,0
Albania, Malta,7,3,2,3,4,3,12,8,0
Albania, Moldova,25,24,11,20,23,20,4,0,7
Albania, Norway,19,20,13,23,25,23,19,0,0
Albania, Portugal,21,12,20,15,17,18,23,0,0
Albania, Russia,15,14,18,13,13,14,17,0,0
Albania, San Marino,5,8,6,9,5,6,11,5,0
Albania, Serbia,11,11,17,6,7,10,16,1,0
Albania, Spain,12,21,16,18,19,19,18,0,0
Albania, Sweden,10,19,14,19,16,15,10,0,1
Albania, Switzerland,1,2,1,1,1,1,1,12,12
Albania, The Netherlands,17,23,24,14,18,22,24,0,0
Albania, Ukraine,20,16,25,17,15,21,7,0,4
Albania, United Kingdom,24,17,22,24,14,24,20,0,0
Australia, Albania,25,23,22,24,24,26,24,0,0
Australia, Azerbaijan,20,13,19,17,21,21,17,0,0
Australia, Belgium,23,22,21,26,25,25,23,0,0
Australia, Bulgaria,6,11,9,7,17,9,16,2,0
Australia, Cyprus,5,5,7,9,13,7,14,4,0
Australia, Finland,16,25,23,8,15,18,8,0,3
Australia, France,15,3,2,1,5,4,7,7,4
Australia, Germany,26,26,26,10,26,22,19,0,0
Australia, Greece,13,9,17,18,11,13,11,0,0
Australia, Iceland,2,7,1,6,3,3,1,8,12
Australia, Israel,12,14,14,25,9,14,15,0,0
Australia, Italy,7,24,4,3,4,5,4,6,7
Australia, Lithuania,17,12,10,20,8,11,5,0,6
Australia, Malta,1,2,3,4,1,1,3,12,8
Australia, Moldova,22,20,25,15,22,24,25,0,0
Australia, Norway,18,17,18,16,20,23,10,0,1
Australia, Portugal,10,15,15,23,10,15,18,0,0
Australia, Russia,9,10,13,14,16,10,12,1,0
Australia, San Marino,19,19,12,11,14,17,13,0,0
Australia, Serbia,24,6,20,12,23,12,9,0,2
Australia, Spain,21,8,16,21,19,19,26,0,0
Australia, Sweden,14,18,11,19,12,16,20,0,0
Australia, Switzerland,4,1,8,2,2,2,6,10,5
Australia, The Netherlands,3,16,6,13,7,8,22,3,0
Australia, Ukraine,11,4,5,5,6,6,2,5,10
Australia, United Kingdom,8,21,24,22,18,20,21,0,0
Austria, Albania,22,24,25,19,18,26,13,0,0
Austria, Azerbaijan,19,19,24,20,22,25,17,0,0
Austria, Belgium,20,17,16,10,14,17,21,0,0
Austria, Bulgaria,2,3,9,7,9,6,11,5,0
Austria, Cyprus,15,25,13,9,21,16,20,0,0
Austria, Finland,9,10,7,15,8,10,7,1,4
Austria, France,7,1,5,6,2,3,5,8,6
Austria, Germany,5,9,18,26,7,9,15,2,0
Austria, Greece,12,21,12,13,25,18,19,0,0
Austria, Iceland,1,5,1,8,3,1,2,12,10
Austria, Israel,16,12,14,17,20,19,18,0,0
Austria, Italy,11,7,3,2,1,5,3,6,8
Austria, Lithuania,21,13,11,14,15,15,8,0,3
Austria, Malta,3,6,8,22,11,7,9,4,2
Austria, Moldova,23,22,22,11,26,21,24,0,0
Austria, Norway,26,18,6,16,24,13,10,0,1
Austria, Portugal,6,4,4,1,5,4,14,7,0
Austria, Russia,17,20,23,3,12,11,12,0,0
Austria, San Marino,13,26,17,24,23,22,22,0,0
Austria, Serbia,18,11,19,18,10,14,1,0,12
Austria, Spain,8,23,15,12,13,12,25,0,0
Austria, Sweden,24,16,20,23,17,24,16,0,0
Austria, Switzerland,4,2,2,4,4,2,6,10,5
Austria, The Netherlands,10,8,10,5,6,8,23,3,0
Austria, Ukraine,25,14,21,25,16,23,4,0,7
Austria, United Kingdom,14,15,26,21,19,20,26,0,0
Azerbaijan, Albania,20,10,19,25,18,20,21,0,0
Azerbaijan, Belgium,16,15,7,19,2,8,17,3,0
Azerbaijan, Bulgaria,7,12,13,6,10,10,20,1,0
Azerbaijan, Cyprus,10,16,23,21,19,19,15,0,0
Azerbaijan, Finland,13,14,5,9,11,13,6,0,5
Azerbaijan, France,9,13,16,4,4,7,9,4,2
Azerbaijan, Germany,22,24,21,24,21,23,19,0,0
Azerbaijan, Greece,6,6,2,1,8,2,11,10,0
Azerbaijan, Iceland,19,8,18,16,17,17,16,0,0
Azerbaijan, Israel,11,17,15,12,14,16,1,0,12
Azerbaijan, Italy,14,19,6,14,6,14,2,0,10
Azerbaijan, Lithuania,21,23,20,13,22,22,14,0,0
Azerbaijan, Malta,5,7,12,2,1,4,12,7,0
Azerbaijan, Moldova,2,4,4,5,7,3,10,8,1
Azerbaijan, Norway,18,9,8,18,16,15,4,0,7
Azerbaijan, Portugal,12,3,14,8,12,9,25,2,0
Azerbaijan, Russia,1,1,3,3,3,1,5,12,6
Azerbaijan, San Marino,8,11,11,7,9,11,8,0,3
Azerbaijan, Serbia,24,18,10,11,24,18,18,0,0
Azerbaijan, Spain,17,21,25,20,13,21,24,0,0
Azerbaijan, Sweden,4,20,1,15,20,6,13,5,0
Azerbaijan, Switzerland,15,2,17,17,15,12,7,0,4
Azerbaijan, The Netherlands,25,25,22,23,23,25,23,0,0
Azerbaijan, Ukraine,3,5,9,10,5,5,3,6,8
Azerbaijan, United Kingdom,23,22,24,22,25,24,22,0,0
Belgium, Albania,18,21,23,20,22,20,15,0,0
Belgium, Azerbaijan,22,23,20,25,19,23,13,0,0
Belgium, Bulgaria,7,11,4,4,4,5,14,6,0
Belgium, Cyprus,14,19,18,11,12,17,17,0,0
Belgium, Finland,6,4,5,1,2,3,5,8,6
Belgium, France,15,9,12,17,15,15,1,0,12
Belgium, Germany,23,24,24,23,25,24,20,0,0
Belgium, Greece,20,16,15,15,17,18,12,0,0
Belgium, Iceland,4,7,11,5,11,8,6,3,5
Belgium, Israel,10,17,10,18,16,16,19,0,0
Belgium, Italy,17,15,16,6,7,9,3,2,8
Belgium, Lithuania,9,14,14,14,10,13,4,0,7
Belgium, Malta,5,5,3,12,14,6,9,5,2
Belgium, Moldova,25,25,25,24,24,25,24,0,0
Belgium, Norway,16,13,13,9,13,14,10,0,1
Belgium, Portugal,12,12,9,13,8,10,11,1,0
Belgium, Russia,3,3,2,7,3,4,16,7,0
Belgium, San Marino,19,22,22,19,23,22,23,0,0
Belgium, Serbia,24,18,19,22,21,19,22,0,0
Belgium, Spain,13,8,17,16,9,12,21,0,0
Belgium, Sweden,8,6,7,8,5,7,8,4,3
Belgium, Switzerland,2,1,1,3,1,1,7,12,4
Belgium, The Netherlands,11,10,8,10,18,11,18,0,0
Belgium, Ukraine,1,2,6,2,6,2,2,10,10
Belgium, United Kingdom,21,20,21,21,20,21,25,0,0
Bulgaria, Albania,23,21,15,14,25,23,19,0,0
Bulgaria, Azerbaijan,20,25,22,23,18,25,7,0,4
Bulgaria, Belgium,3,20,20,24,23,12,21,0,0
Bulgaria, Cyprus,12,22,19,10,12,16,13,0,0
Bulgaria, Finland,21,15,7,8,7,10,3,1,8
Bulgaria, France,18,5,3,6,1,4,2,7,10
Bulgaria, Germany,15,16,25,22,24,24,16,0,0
Bulgaria, Greece,2,2,10,3,5,3,9,8,2
Bulgaria, Iceland,16,11,12,20,22,20,11,0,0
Bulgaria, Israel,13,10,9,2,13,8,14,3,0
Bulgaria, Italy,5,4,1,7,3,2,1,10,12
Bulgaria, Lithuania,17,18,16,21,9,19,17,0,0
Bulgaria, Malta,9,8,4,4,4,6,20,5,0
Bulgaria, Moldova,1,1,5,1,6,1,15,12,0
Bulgaria, Norway,8,13,17,18,16,15,12,0,0
Bulgaria, Portugal,10,7,6,5,2,5,18,6,0
Bulgaria, Russia,22,9,11,25,19,17,4,0,7
Bulgaria, San Marino,25,19,18,16,15,22,23,0,0
Bulgaria, Serbia,24,24,21,11,14,21,6,0,5
Bulgaria, Spain,14,3,2,9,17,7,22,4,0
Bulgaria, Sweden,6,14,14,15,11,11,10,0,1
Bulgaria, Switzerland,7,23,13,13,10,13,8,0,3
Bulgaria, The Netherlands,4,12,8,19,20,9,24,2,0
Bulgaria, Ukraine,19,17,24,17,8,18,5,0,6
Bulgaria, United Kingdom,11,6,23,12,21,14,25,0,0
Croatia, Albania,10,13,12,14,9,12,10,0,1
Croatia, Azerbaijan,19,21,16,20,18,19,9,0,2
Croatia, Belgium,15,16,9,24,14,14,23,0,0
Croatia, Bulgaria,16,12,15,23,15,17,17,0,0
Croatia, Cyprus,5,6,17,15,13,11,15,0,0
Croatia, Finland,21,17,14,9,19,15,5,0,6
Croatia, France,2,7,2,8,5,5,4,6,7
Croatia, Germany,26,25,23,17,22,23,19,0,0
Croatia, Greece,23,20,22,21,24,24,21,0,0
Croatia, Iceland,14,3,4,1,3,2,7,10,4
Croatia, Israel,4,4,6,6,7,6,20,5,0
Croatia, Italy,1,2,3,2,4,1,2,12,10
Croatia, Lithuania,11,11,8,5,6,9,12,2,0
Croatia, Malta,7,8,13,3,11,8,14,3,0
Croatia, Moldova,24,26,26,22,23,25,22,0,0
Croatia, Norway,20,23,21,18,26,22,13,0,0
Croatia, Portugal,13,10,10,4,10,10,18,1,0
Croatia, Russia,3,9,5,11,8,7,8,4,3
Croatia, San Marino,17,22,24,19,21,21,16,0,0
Croatia, Serbia,6,1,7,7,2,4,1,7,12
Croatia, Spain,22,19,19,25,16,20,25,0,0
Croatia, Sweden,12,15,20,12,17,16,11,0,0
Croatia, Switzerland,9,5,1,10,1,3,6,8,5
Croatia, The Netherlands,18,18,18,13,20,18,26,0,0
Croatia, Ukraine,8,14,11,16,12,13,3,0,8
Croatia, United Kingdom,25,24,25,26,25,26,24,0,0
Cyprus, Albania,19,20,17,17,17,20,21,0,0
Cyprus, Azerbaijan,17,17,19,14,16,19,14,0,0
Cyprus, Belgium,11,1,14,15,18,7,20,4,0
Cyprus, Bulgaria,14,8,9,2,23,6,4,5,7
Cyprus, Finland,22,9,24,8,2,8,7,3,4
Cyprus, France,3,7,8,6,5,4,3,7,8
Cyprus, Germany,24,25,21,25,22,25,18,0,0
Cyprus, Greece,1,2,1,1,1,1,1,12,12
Cyprus, Iceland,10,6,18,11,19,15,15,0,0
Cyprus, Israel,9,12,13,16,11,17,9,0,2
Cyprus, Italy,4,4,5,5,4,3,2,8,10
Cyprus, Lithuania,6,16,15,20,7,13,6,0,5
Cyprus, Malta,2,3,4,3,3,2,10,10,1
Cyprus, Moldova,12,11,10,10,14,16,25,0,0
Cyprus, Norway,16,18,16,18,8,18,16,0,0
Cyprus, Portugal,7,13,3,19,24,10,17,1,0
Cyprus, Russia,5,5,6,7,6,5,8,6,3
Cyprus, San Marino,13,10,11,9,9,12,19,0,0
Cyprus, Serbia,25,21,23,21,13,22,12,0,0
Cyprus, Spain,21,24,12,23,20,21,22,0,0
Cyprus, Sweden,8,15,7,13,12,11,13,0,0
Cyprus, Switzerland,15,14,2,12,15,9,11,2,0
Cyprus, The Netherlands,23,23,22,22,25,24,23,0,0
Cyprus, Ukraine,18,22,25,4,10,14,5,0,6
Cyprus, United Kingdom,20,19,20,24,21,23,24,0,0
Czech Republic, Albania,21,25,18,26,19,25,23,0,0
Czech Republic, Azerbaijan,19,19,19,20,22,23,17,0,0
Czech Republic, Belgium,22,4,10,7,10,8,19,3,0
Czech Republic, Bulgaria,11,2,9,9,4,7,12,4,0
Czech Republic, Cyprus,15,21,24,17,20,22,20,0,0
Czech Republic, Finland,8,12,8,8,8,10,7,1,4
Czech Republic, France,6,11,1,1,1,2,9,10,2
Czech Republic, Germany,25,6,15,22,25,14,18,0,0
Czech Republic, Greece,16,9,13,12,15,12,3,0,8
Czech Republic, Iceland,4,1,5,4,5,3,4,8,7
Czech Republic, Israel,14,23,16,14,12,17,15,0,0
Czech Republic, Italy,1,14,7,3,7,5,5,6,6
Czech Republic, Lithuania,12,20,14,25,24,21,10,0,1
Czech Republic, Malta,2,16,3,6,3,4,14,7,0
Czech Republic, Moldova,24,26,26,24,26,26,1,0,12
Czech Republic, Norway,26,10,23,19,21,20,13,0,0
Czech Republic, Portugal,3,3,2,2,2,1,21,12,0
Czech Republic, Russia,7,22,4,10,11,9,6,2,5
Czech Republic, San Marino,23,18,21,21,18,24,22,0,0
Czech Republic, Serbia,9,24,17,16,13,16,11,0,0
Czech Republic, Spain,10,13,11,23,17,15,24,0,0
Czech Republic, Sweden,20,17,22,18,9,18,16,0,0
Czech Republic, Switzerland,5,7,6,5,6,6,8,5,3
Czech Republic, The Netherlands,17,15,20,13,14,19,25,0,0
Czech Republic, Ukraine,13,5,12,15,23,11,2,0,10
Czech Republic, United Kingdom,18,8,25,11,16,13,26,0,0
Denmark, Albania,1,16,11,21,2,4,25,7,0
Denmark, Azerbaijan,12,23,9,12,21,20,17,0,0
Denmark, Belgium,24,17,21,19,9,23,16,0,0
Denmark, Bulgaria,16,9,20,2,3,5,18,6,0
Denmark, Cyprus,7,10,7,13,12,13,13,0,0
Denmark, Finland,8,5,14,3,4,3,4,8,7
Denmark, France,10,7,19,14,23,18,8,0,3
Denmark, Germany,13,25,26,26,22,26,14,0,0
Denmark, Greece,18,21,3,20,8,14,15,0,0
Denmark, Iceland,3,2,4,8,11,2,1,10,12
Denmark, Israel,20,18,2,9,25,10,21,1,0
Denmark, Italy,23,14,23,22,10,24,6,0,5
Denmark, Lithuania,21,19,13,18,16,25,7,0,4
Denmark, Malta,15,3,5,16,14,7,9,4,2
Denmark, Moldova,11,26,15,10,13,19,24,0,0
Denmark, Norway,25,20,6,5,7,8,3,3,8
Denmark, Portugal,14,8,18,7,24,16,11,0,0
Denmark, Russia,17,4,22,25,26,17,12,0,0
Denmark, San Marino,2,13,12,17,6,6,20,5,0
Denmark, Serbia,9,22,16,24,18,22,23,0,0
Denmark, Spain,22,11,10,23,5,15,26,0,0
Denmark, Sweden,6,15,8,6,20,9,2,2,10
Denmark, Switzerland,5,1,1,4,1,1,5,12,6
Denmark, The Netherlands,4,6,24,15,17,12,19,0,0
Denmark, Ukraine,26,24,17,1,19,11,10,0,1
Denmark, United Kingdom,19,12,25,11,15,21,22,0,0
Estonia, Albania,14,20,16,18,20,21,25,0,0
Estonia, Azerbaijan,22,18,12,26,18,23,14,0,0
Estonia, Belgium,16,10,15,16,21,19,15,0,0
Estonia, Bulgaria,6,6,4,2,8,5,11,6,0
Estonia, Cyprus,20,8,10,12,24,14,16,0,0
Estonia, Finland,3,7,9,6,1,4,1,7,12
Estonia, France,5,1,3,4,2,2,4,10,7
Estonia, Germany,26,25,26,24,11,24,18,0,0
Estonia, Greece,9,17,18,9,22,18,17,0,0
Estonia, Iceland,2,4,8,3,7,3,8,8,3
Estonia, Israel,13,11,14,8,13,13,21,0,0
Estonia, Italy,15,5,13,21,4,8,3,3,8
Estonia, Lithuania,12,12,7,10,10,9,2,2,10
Estonia, Malta,18,9,17,7,9,10,13,1,0
Estonia, Moldova,25,26,25,25,26,26,19,0,0
Estonia, Norway,11,19,21,23,25,22,7,0,4
Estonia, Portugal,17,3,11,5,6,6,12,5,0
Estonia, Russia,23,23,6,22,12,17,5,0,6
Estonia, San Marino,24,16,19,14,15,20,20,0,0
Estonia, Serbia,10,14,5,19,16,11,23,0,0
Estonia, Spain,4,24,23,13,19,12,24,0,0
Estonia, Sweden,8,15,22,11,14,16,10,0,1
Estonia, Switzerland,1,2,2,1,3,1,9,12,2
Estonia, The Netherlands,21,21,24,15,5,15,26,0,0
Estonia, Ukraine,7,13,1,20,23,7,6,4,5
Estonia, United Kingdom,19,22,20,17,17,25,22,0,0
Finland, Albania,9,9,16,24,11,14,18,0,0
Finland, Azerbaijan,13,24,24,16,24,21,15,0,0
Finland, Belgium,15,13,9,17,12,15,14,0,0
Finland, Bulgaria,2,1,2,5,2,2,16,10,0
Finland, Cyprus,20,22,22,15,16,22,17,0,0
Finland, France,1,18,4,6,3,4,5,7,6
Finland, Germany,22,16,17,20,18,23,19,0,0
Finland, Greece,8,7,8,10,14,9,13,2,0
Finland, Iceland,5,10,3,1,5,3,1,8,12
Finland, Israel,17,6,15,13,7,11,21,0,0
Finland, Italy,3,4,10,4,4,5,3,6,8
Finland, Lithuania,10,5,11,7,20,8,6,3,5
Finland, Malta,6,11,21,22,6,10,11,1,0
Finland, Moldova,23,20,25,21,25,25,9,0,2
Finland, Norway,16,23,6,14,23,16,7,0,4
Finland, Portugal,11,15,12,8,10,13,12,0,0
Finland, Russia,24,3,18,9,8,7,10,4,1
Finland, San Marino,14,19,19,23,22,24,20,0,0
Finland, Serbia,12,21,14,25,9,18,22,0,0
Finland, Spain,21,17,7,18,13,17,25,0,0
Finland, Sweden,7,14,13,2,19,6,8,5,3
Finland, Switzerland,4,2,1,3,1,1,4,12,7
Finland, The Netherlands,18,8,20,19,21,19,23,0,0
Finland, Ukraine,25,12,5,11,15,12,2,0,10
Finland, United Kingdom,19,25,23,12,17,20,24,0,0
France, Albania,16,4,16,22,11,15,15,0,0
France, Azerbaijan,24,13,22,17,16,25,18,0,0
France, Belgium,17,2,11,3,13,5,21,6,0
France, Bulgaria,14,12,18,2,25,13,17,0,0
France, Cyprus,8,15,12,12,3,9,22,2,0
France, Finland,19,16,1,20,19,12,10,0,1
France, Germany,18,9,13,24,5,16,13,0,0
France, Greece,2,23,4,5,1,1,20,12,0
France, Iceland,20,7,7,9,4,8,7,3,4
France, Israel,4,5,10,7,15,6,6,5,5
France, Italy,23,10,3,8,22,11,2,0,10
France, Lithuania,21,21,6,19,6,14,11,0,0
France, Malta,9,11,25,13,9,18,16,0,0
France, Moldova,6,22,14,21,8,17,4,0,7
France, Norway,15,20,23,18,12,23,14,0,0
France, Portugal,1,6,8,4,21,3,3,8,8
France, Russia,5,3,5,1,18,2,12,10,0
France, San Marino,13,17,9,6,2,7,24,4,0
France, Serbia,25,25,17,16,10,22,8,0,3
France, Spain,11,14,20,15,23,21,19,0,0
